ID,Category,Frage,Antwort1,Antwort2,Antwort3,Antwort4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,RichtigeAnt1,CorrectAns2,CorrectAns3
547,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was bedeutet Fehlercode 90B?,Herabstufung RFV,Herabstufung RFV erste Harmonische,Herabstufung LFV,Herabstufung Konizität,NIL,NIL,NIL,NIL,NIL,NIL,Herabstufung RFV erste Harmonische,NIL,NIL
548,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was bedeutet Fehlercode 90D?,Herabstufung RFV,Herabstufung RFV erste Harmonische,Herabstufung LFV,Herabstufung Konizität,NIL,NIL,NIL,NIL,NIL,NIL,Herabstufung LFV,NIL,NIL
549,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was bedeutet Fehlercode 90E?,Herabstufung RFV,Herabstufung RFV erste Harmonische,Herabstufung LFV,Herabstufung Konizität,NIL,NIL,NIL,NIL,NIL,NIL,Herabstufung Konizität,NIL,NIL
550,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Die Abkürzung OE kommt von:,One Error (ein Fehler),Online Ending (Online endet),Original Environment (Originalumgebung),Erstausrüstung,NIL,NIL,NIL,NIL,NIL,NIL,Erstausrüstung,NIL,NIL
551,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Die Abkürzung BAF kommt von:,Be Aware Failure (Achtung Ausfall),Bypass Active Faults (Bypass Aktive Fehler),Anwendungsausfall Abdrücker,Breaker Alignment Failure (Ausrichtungsausfall Abdrücker),NIL,NIL,NIL,NIL,NIL,NIL,Anwendungsausfall Abdrücker,NIL,NIL
552,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wieviel Reifen werden auf visuelle Fehler überprüft (Prozentsatz)?,"0,1","0,5",1,"0,75",NIL,NIL,NIL,NIL,NIL,NIL,1,NIL,NIL
553,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Welche Temperatur muss ein Reifen haben, um auf einer TU-Maschine gemessen werden zu können?",0 Grad,50 Grad,Raumtemperatur,33 Grad,NIL,NIL,NIL,NIL,NIL,NIL,Raumtemperatur,NIL,NIL
554,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Welche Form hat die TU-Kennzeichnung für RE-Reifen, die ins Lager geliefert werden?",keine Kennzeichnung,Kreis,Punkt,Symbol,NIL,NIL,NIL,NIL,NIL,NIL,keine Kennzeichnung,NIL,NIL
555,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wieviel Reifen werden auf der TU-Maschine überprüft (Prozentsatz)?,"0,1","0,5",Gemäß Prozesslenkungsplan,1,NIL,NIL,NIL,NIL,NIL,NIL,Gemäß Prozesslenkungsplan,NIL,NIL
556,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Mit welchem Nacharbeitsprozess können Reifen wiederhergestellt werden, die wegen hoher RFV-Werte heruntergestuft wurden?",BCD,BRD,CBS,ODBC,NIL,NIL,NIL,NIL,NIL,NIL,BCD,NIL,NIL
557,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Ein Ersatz-PC-Reifen wird auf der TG-Maschinen mit welchem Fülldruck gemessen:,2 bar,4 bar,10 bar,"2,5 bar",NIL,NIL,NIL,NIL,NIL,NIL,4 bar,NIL,NIL
558,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Mit welchem Nacharbeitsprozess können wegen hohen RFV-Werten herabgestufte Reifen wiederhergestellt werden?,BGD,SPC,MPI,Nicht wiederherstellbar,NIL,NIL,NIL,NIL,NIL,NIL,BGD,NIL,NIL
559,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Mit welchem Nacharbeitsprozess können Reifen wiederhergestellt werden, die wegen hoher CONY-Werte heruntergestuft wurden?",BGD,TGD,BCD,Nicht wiederherstellbar,NIL,NIL,NIL,NIL,NIL,NIL,TGD,NIL,NIL
560,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wie oft erfolgt der TU-Crosscheck bei zentralen Crosscheck-Reifen?,Einmal alle 2 Jahre,Zweimal im Monat,Einmal alle 4 Jahre,Keine Standard-Häufigkeit,NIL,NIL,NIL,NIL,NIL,NIL,Einmal alle 2 Jahre,NIL,NIL
561,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche Drehzahl haben die Reifen auf der TU - TG-Maschine? ,300 U/min,500 U/min,30 U/min,60 U/min,NIL,NIL,NIL,NIL,NIL,NIL,60 U/min,NIL,NIL
562,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Woher wissen wir, welche Reifen OE sind?",Lässt sich nicht eingrenzen,Aus OE-Liste ,Aus Planliste,Produktion entscheidet,NIL,NIL,NIL,NIL,NIL,NIL,Aus OE-Liste ,NIL,NIL
563,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Woher weiß es die Maschine, die die Reifen misst? ",Nach Artikeln,Anhand des roten Farbcodes,Anhand der Abmessungen,Anhand des Laufflächenprofils,NIL,NIL,NIL,NIL,NIL,NIL,Nach Artikeln,NIL,NIL
564,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Was passiert mit einem Fahrzeug, wenn die RFV hoch sind?","Nichts, das Fahrzeug wird nicht beeinflusst",Das Fahrzeug klopft,Das Fahrzeug zieht nach links/rechts,Das Fahrzeug flattert,NIL,NIL,NIL,NIL,NIL,NIL,Das Fahrzeug klopft,NIL,NIL
565,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Wenn der Gurt nicht richtig zentriert ist, wird der Reifen herabgestuft wegen",Gewichtsabweichung,CONY,Seitenwandfehler,Seitenwandriss,NIL,NIL,NIL,NIL,NIL,NIL,CONY,NIL,NIL
566,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Die TG-Maßeinheit ist,Länge,Temperatur,Kraft,Gewicht,NIL,NIL,NIL,NIL,NIL,NIL,Länge,NIL,NIL
567,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Die TU-Maßeinheit ist,Länge,Temperatur,Kraft,Gewicht,NIL,NIL,NIL,NIL,NIL,NIL,Kraft,NIL,NIL
568,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Die TB-Maßeinheit ist,Länge,Temperatur,Kraft,Gewicht,NIL,NIL,NIL,NIL,NIL,NIL,Gewicht,NIL,NIL
569,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,TU-Ausbeute ist,"Der Prozentsatz der Reifen, die die Sichtprüfung bestehen","Der Prozentsatz der Reifen, die die Geometrieprüfung bestehen","Der Prozentsatz der Reifen, die die Homogenitätsprüfung bestehen","Der Prozentsatz der Reifen, die die Unwuchtprüfung bestehen",NIL,NIL,NIL,NIL,NIL,NIL,"Der Prozentsatz der Reifen, die die Homogenitätsprüfung bestehen",NIL,NIL
570,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,TG-Ausbeute ist,"Der Prozentsatz der Reifen, die die Sichtprüfung bestehen","Der Prozentsatz der Reifen, die die Geometrieprüfung bestehen","Der Prozentsatz der Reifen, die die Homogenitätsprüfung bestehen","Der Prozentsatz der Reifen, die die Unwuchtprüfung bestehen",NIL,NIL,NIL,NIL,NIL,NIL,"Der Prozentsatz der Reifen, die die Geometrieprüfung bestehen",NIL,NIL
571,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,TB-Ausbeute ist,"Der Prozentsatz der Reifen, die die Sichtprüfung bestehen","Der Prozentsatz der Reifen, die die Geometrieprüfung bestehen","Der Prozentsatz der Reifen, die die Homogenitätsprüfung bestehen","Der Prozentsatz der Reifen, die die Unwuchtprüfung bestehen",NIL,NIL,NIL,NIL,NIL,NIL,"Der Prozentsatz der Reifen, die die Unwuchtprüfung bestehen",NIL,NIL
572,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Lagerausbeute ist,"Der Prozentsatz der Reifen, die die Sichtprüfung bestehen","Der Prozentsatz der Reifen, die an das Lager geliefert werden (OE-Güte)","Der Prozentsatz der Reifen, die die Homogenitätsprüfung bestehen","Der Prozentsatz der Reifen, die die Unwuchtprüfung bestehen",NIL,NIL,NIL,NIL,NIL,NIL,"Der Prozentsatz der Reifen, die an das Lager geliefert werden (OE-Güte)",NIL,NIL
573,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Ein kritischer OOY-Artikel ist,Ein Artikel ohne Ersatzmarkt,Ein mit TU gemessener Artikel,Ein mit TB gemessener Artikel,Ein mit TG gemessener Artikel,NIL,NIL,NIL,NIL,NIL,NIL,Ein Artikel ohne Ersatzmarkt,NIL,NIL
574,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Das FF-DACS-System wird benutzt für,Verfolgbarkeit der visuellen Daten,Verfolgbarkeit der Gewichtsdaten,Verfolgbarkeit der TU-Daten,Verfolgbarkeit der Kennzeichnungsqualität,NIL,NIL,NIL,NIL,NIL,NIL,Verfolgbarkeit der TU-Daten,NIL,NIL
575,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Das MCAT-System wird benutzt für,Verfolgbarkeit der Endbearbeitungsqualitätsdaten,Verfolgbarkeit der Gewichtsdaten,Verfolgbarkeit der TU-Daten,Verfolgbarkeit der Kennzeichnungsqualität,NIL,NIL,NIL,NIL,NIL,NIL,Verfolgbarkeit der Endbearbeitungsqualitätsdaten,NIL,NIL
576,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Im Endbearbeitungsbereich erfolgt das Reifen-Routing mit dem,MCAT-System,POMS-System,QMIS-System,ConNext-System,NIL,NIL,NIL,NIL,NIL,NIL,MCAT-System,NIL,NIL
577,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Die TU-Kennzeichnung wird angebracht aufgrund,Kundenanfrage,Anfrage des Endbearbeitungs-Schichtleiters,Anfrage des Einstufers,Anfrage des Oberinspektors,NIL,NIL,NIL,NIL,NIL,NIL,Kundenanfrage,NIL,NIL
578,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Die Rolle des BARCODE ist,Reifenidentifikation und -verfolgbarkeit,Identifikation des Wulstbereichs,Visuelles Management für den Kunden,Referenz zum Testen,NIL,NIL,NIL,NIL,NIL,NIL,Reifenidentifikation und -verfolgbarkeit,NIL,NIL
579,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Bei Sichtprüfungseinstufung „0=o.k.“...,Wird gemäß Prozesslenkungsplan an den nächsten Prozess geschickt,kann der Reifen den TG-Test überspringen,kann der Reifen nicht nachgearbeitet werden,wird der Reifen vom Einstufer gegengeprüft,NIL,NIL,NIL,NIL,NIL,NIL,Wird gemäß Prozesslenkungsplan an den nächsten Prozess geschickt,NIL,NIL
580,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welcher Reifentyp kann nicht auf TGD nachgearbeitet werden?,Sommerreifen,Ganzjahresreifen,Winterreifen,Es gibt keine Einschränkungen,NIL,NIL,NIL,NIL,NIL,NIL,Winterreifen,NIL,NIL
581,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche Reifenkomponenten sind bei der Prüfung am Röntgengerät zu sehen?,Abdrücker,Innerliner,Apex,Caply,NIL,NIL,NIL,NIL,NIL,NIL,Abdrücker,NIL,NIL
582,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was wird zur Kalibrierung der Unwuchtmaschine benutzt?,Kalibrierungsgewichte,Hammer,Referenzrad,Masterreifen,NIL,NIL,NIL,NIL,NIL,NIL,Kalibrierungsgewichte,NIL,NIL
583,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Die Häufigkeit der TU-Wiederholbarkeits- und Genauigkeitsprüfung ist...,Einmal monatlich,Zweimal jährlich,Einmal täglich,Alle vier Stunden,NIL,NIL,NIL,NIL,NIL,NIL,Einmal täglich,NIL,NIL
584,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Die Reifengröße wird festgestellt,Am Green Tire ,Am unbefüllten Reifen,Am befüllten Reifen,Alles Vorstehende ,NIL,NIL,NIL,NIL,NIL,NIL,Am befüllten Reifen,NIL,NIL
585,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,PCI steht für,Pre Cure Inflation,Post Cure Inflation,Part Cure Inflation,Nichts davon,NIL,NIL,NIL,NIL,NIL,NIL,Post Cure Inflation,NIL,NIL
586,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,PCI ist obligatorisch bei:,CVT Stahlkordreifen,CVT Nyloncord-Reifen,Vollgummireifen,Alles Vorstehende,NIL,NIL,NIL,NIL,NIL,NIL,CVT Nyloncord-Reifen,NIL,NIL
587,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Der Luftdruck der Reifen sollte gemessen werden, wenn der Reifen",in Betrieb ist und noch läuft,in Betrieb und noch heiß ist,Kühlt auf Umgebungstemperatur ab,entlüftet ist,NIL,NIL,NIL,NIL,NIL,NIL,Kühlt auf Umgebungstemperatur ab,NIL,NIL
588,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Verschleißcharakteristik ist definiert durch?,Ungleichmäßiger Verschleiß ,Stellenweiser Verschleiß,Schulterabrieb,Alle,NIL,NIL,NIL,NIL,NIL,NIL,Alle,NIL,NIL
589,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist Groove Crack?,Riss an der Laufflächenoberfläche,Riss in der Reifenseitenwand,Riss im Laufflächenkanal,Alle,NIL,NIL,NIL,NIL,NIL,NIL,Riss im Laufflächenkanal,NIL,NIL
590,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Die Reifenleistung hängt ab von?,Luftdruck,Lastbedingungen,Straßenzustand,Alle,NIL,NIL,NIL,NIL,NIL,NIL,Alle,NIL,NIL
591,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist Zweifachberührung?,Berührung von 2 Reifen bei Zwillingsbereifung,Mindestabstand von 2 Reifen bei Zwillingsbereifung,Berührung von Lenk- und Antriebsreifen,Alle,NIL,NIL,NIL,NIL,NIL,NIL,Berührung von 2 Reifen bei Zwillingsbereifung,NIL,NIL
592,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Zustandscodes beschreiben?,Art des Kundenanliegens,Klassifizierung einer Werksanomalie,Typischer Zustand vor Einsatz (im Feld),Neureifenzustand,NIL,NIL,NIL,NIL,NIL,NIL,Typischer Zustand vor Einsatz (im Feld),NIL,NIL
593,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Der Kolbentest wird durchgeführt zur Prüfung von,Abdrückenergie,Reifengröße,Reifenwachstum,Nichts davon,NIL,NIL,NIL,NIL,NIL,NIL,Abdrückenergie,NIL,NIL
594,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Der Kolbentest ist?,Indoor-Test,Outdoor-Test,Test der Räder,Alle,NIL,NIL,NIL,NIL,NIL,NIL,Indoor-Test,NIL,NIL
595,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was wird mit einem Rückprallhammer geprüft?,Reifenhaltbarkeit,Reifenabdrückenergie,Reifenabrieb,Alle,NIL,NIL,NIL,NIL,NIL,NIL,Reifenhaltbarkeit,NIL,NIL
596,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche der folgenden sind KEINE gesetzlich vorgeschriebenen Reifenkennzeichnungen?,Inmetro,BIS,SNI,MYR,NIL,NIL,NIL,NIL,NIL,NIL,MYR,NIL,NIL
597,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Reifen-Blooming ist?,Beanstandung am Aussehen des Reifens,Reifenverformung ,Aneinanderhaften von Reifen im Lager,Nichts davon,NIL,NIL,NIL,NIL,NIL,NIL,Beanstandung am Aussehen des Reifens,NIL,NIL
598,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Continental produziert?,Diagonalreifen,Radialreifen,Stahlgürtelreifen,Alle,NIL,NIL,NIL,NIL,NIL,NIL,Alle,NIL,NIL
599,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,In der Reifenbezeichnung für 165/60 R14 89T TL-Reifen steht 60 für?,Nennweite,Nennhöhe,Seitenverhältnis,Wulstdurchmesser,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
600,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,In 10.00-20 16PR CVT-Reifen steht „-“ für?,Diagonal,Reifen in Diagonalbauart,Reifen in Radialbauart,Sowohl 1 als auch 2,NIL,NIL,NIL,NIL,NIL,NIL,Sowohl 1 als auch 2,NIL,NIL
601,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist ein falscher Geschwindigkeitsindex?,T = 190,H = 210,X = 270,Y = 300,NIL,NIL,NIL,NIL,NIL,NIL,X = 270,NIL,NIL
602,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Bei Diagonalreifen ist der vulkanisierte Winkel der Lagen im Verhältnis zur Laufflächenmittellinie?,0 Grad,Weniger als 90 Grad,Mehr als 90 Grad,180 Grad,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
603,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,GVW steht für,General Motors & Volkswagen,Goodyear & Volkswagen,Zulässiges Gesamtgewicht,Nichts davon,NIL,NIL,NIL,NIL,NIL,NIL,Zulässiges Gesamtgewicht,NIL,NIL
604,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Welche Eigenschaft des Kühlwassers ist beim Extrusionsprozess wichtig?,pH,Gelöste Feststoffe,Schwebestoffe,Alle,NIL,NIL,NIL,NIL,NIL,NIL,Alle,NIL,NIL
605,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wofür steht DOT auf Reifen?,Gepunktete Reifen,Direct Online Tires,Department of Transportation,Duty on Tires,NIL,NIL,NIL,NIL,NIL,NIL,Department of Transportation,NIL,NIL
606,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Die M+S-Kennzeichnung gibt an, dass der Reifen für welche Anwendung bestimmt ist?",Laufleistung und Festigkeit,Mehr- & Einzelachse,Schlamm & Schnee,Allradantrieb,NIL,NIL,NIL,NIL,NIL,NIL,Schlamm & Schnee,NIL,NIL
607,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,XL-Kennzeichnung auf Reifen steht für?,Reifenlänge,Reifenlast,Mehr Laufleistung,Seitenverhältnis,NIL,NIL,NIL,NIL,NIL,NIL,Reifenlast,NIL,NIL
608,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Rohmaterial wie mikrokristallines Wachs wird in der Reifenherstellung verwendet für?,Abriebfestigkeit,Nassgriff,Oxidationsverhinderung,Alle,NIL,NIL,NIL,NIL,NIL,NIL,Oxidationsverhinderung,NIL,NIL
609,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Der Begriff Prozessfähigkeitsindex ist auch bekannt als...,Null Fehler,CpK-Lage,Verschwendung,Jidoka,NIL,NIL,NIL,NIL,NIL,NIL,CpK-Lage,NIL,NIL
610,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist GUTS?,Goods Under Test Status (Waren im Teststatus),Goods Under Trial Status (Waren im Versuchsstatus),Globally Unified Tire Specification (Weltweit einheitliche Reifenspezifikation),Globally Unified Tire System (Weltweit einheitliches Reifensystem),NIL,NIL,NIL,NIL,NIL,NIL,Globally Unified Tire Specification (Weltweit einheitliche Reifenspezifikation),NIL,NIL
611,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist EVA wie als Chemikalienwiegebeutel benutzt?,Ethyl-Vinyl-Acetat.,Ethyl-Vinyl-Aceton,Ethyl-Vinyl-Alkohol,Ethyl-Vinyl-Aldehyd,NIL,NIL,NIL,NIL,NIL,NIL,Ethyl-Vinyl-Acetat.,NIL,NIL
612,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist überfälliges Material?,Verspätet eingegangenes Material,Verfallsdatum des Materials erreicht,Material nicht verwendbar,Material kann nicht im Lager aufgenommen werden,NIL,NIL,NIL,NIL,NIL,NIL,Verfallsdatum des Materials erreicht,NIL,NIL
613,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist nichtkonformes Material?,Verwendbares Material,Teilweise verwendbares Material,Versuchsmaterial,Verunreinigung im Material und daher unbrauchbar,NIL,NIL,NIL,NIL,NIL,NIL,Verunreinigung im Material und daher unbrauchbar,NIL,NIL
614,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist RN-Material?,Reguläres Produktionsmaterial,Freigabemitteilung für Materialeinführung im Werk.,Kein Verbrauchsmaterial,Zurückgewiesenes Material,NIL,NIL,NIL,NIL,NIL,NIL,Freigabemitteilung für Materialeinführung im Werk.,NIL,NIL
615,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist Charge im Mischprozess?,Gesamtgewicht des Materials,Ausgangsgewicht des Materials,Ausgangsgewicht des Materials unter kontrollierten Bedingungen,Materialnettogewicht nach dem Mischen.,NIL,NIL,NIL,NIL,NIL,NIL,Materialnettogewicht nach dem Mischen.,NIL,NIL
616,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist Dump-Temperatur?,Temperaturdump in den Mischer.,Temperatur zum Zeitpunkt der Chargenausgabe.,"Mischungstemperatur, mit dem Thermometer gemessen.",Temperatur des Öls im Mischer.,NIL,NIL,NIL,NIL,NIL,NIL,Temperatur zum Zeitpunkt der Chargenausgabe.,NIL,NIL
617,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist Ram-Druck?,Druck zur Materialbeförderung in den Mischer,Beim Mischen angewandter Luftdruck.,Beim Mischen mechanisch angewandter hydraulischer Druck.,"Beim Mischen angewandter, spezifischer hydraulischer Druck.",NIL,NIL,NIL,NIL,NIL,NIL,Druck zur Materialbeförderung in den Mischer,NIL,NIL
618,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist AntiTack-Lösung?,Material zur Reduzierung der Mischungsklebrigkeit,Lösung zur Vermeidung des Anhaftens der Mischung,Reduzierung von Klebrigmachern in der Rezeptur,Reduzierung von Wachs in der Mischung,NIL,NIL,NIL,NIL,NIL,NIL,Lösung zur Vermeidung des Anhaftens der Mischung,NIL,NIL
619,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist Reinigungscharge?,Zum Reinigen von Mischer und Rotoren nach spezieller Umstellung benutzte Charge,Vor dem Mischen benutzte Charge,Nach dem Mischen benutzte Charge,Für den Extruder des Mischers.,NIL,NIL,NIL,NIL,NIL,NIL,Zum Reinigen von Mischer und Rotoren nach spezieller Umstellung benutzte Charge,NIL,NIL
620,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist Silanisierung?,Mischungsrezeptur mit mehr Silica,Mischung nur mit Silan ,Chemische Reaktion zwischen Silica und Silan während des Mischprozesses bei einer bestimmten Zeit und Temperatur,Spezielle Mischungsbehandlung.,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
621,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist Remilling von Mischungen?,Reduzierung der Mischungsviskosität,Verarbeitung mit zusätzlichen Chemikalien,Verarbeitung zur Reduzierung der Viskosität.,Zahnradfräsen.,NIL,NIL,NIL,NIL,NIL,NIL,Reduzierung der Mischungsviskosität,NIL,NIL
622,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist ein Staubsammler?,Stauberzeugung beim Mischen ,Beim Mischen gesammelter Chemikalienstaub.,Verlust von Inhaltsstoffen beim Mischen,Staub in der Umgebung,NIL,NIL,NIL,NIL,NIL,NIL,Beim Mischen gesammelter Chemikalienstaub.,NIL,NIL
623,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Warum wird Stahlcordgürtel-Skim-Compound orangefarbig gekennzeichnet?,Normale Identifizierung.,Zur Unterscheidung von anderen Mischungen.,"Kritische, komponentenspezifische Identifizierung.",Kann ohne Identifizierung verwendet werden,NIL,NIL,NIL,NIL,NIL,NIL,"Kritische, komponentenspezifische Identifizierung.",NIL,NIL
624,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Was ist ein Zusatztest für Stahlcordgürtel-Skim-Compound?,Aschefarbtest zur Bestätigung des Vorhandenseins von Kobalt.,Zur Unterscheidung von anderen Mischungen.,Freigabe kann ohne Aschetest erfolgen.,Aschetest ist nicht obligatorisch.,NIL,NIL,NIL,NIL,NIL,NIL,Aschefarbtest zur Bestätigung des Vorhandenseins von Kobalt.,NIL,NIL
625,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wie wird die Mischungstemperatur im Inneren der Mischerkammer wird gemessen?,Mit dem Thermometer,Mit dem Prometer,Durch ausströmendes heißes Wasser,Platin-Widerstandstemperaturfühler (PT-100),NIL,NIL,NIL,NIL,NIL,NIL,Platin-Widerstandstemperaturfühler (PT-100),NIL,NIL
626,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,In welcher Reifenkomponente wird Halobutyl-Kautschuk eingesetzt?,Lauffläche,Seitenwand,Innenseele,Wulst,NIL,NIL,NIL,NIL,NIL,NIL,Innenseele,NIL,NIL
627,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Mischungsrezepturen werden auf welcher Grundlage entwickelt?,Gewichtsprozentsatz,Basierend auf Parts per Hundred Rubber (PHR),Volumenprozentsatz,Basierend auf der relativen Dichte,NIL,NIL,NIL,NIL,NIL,NIL,Basierend auf Parts per Hundred Rubber (PHR),NIL,NIL
628,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Wozu werden Vulkanisierungsmaterialien verwendet?, Chemische Reaktion bildet Querverbindungen in Mischungsmatrix.,Reduzierung der Viskosität,Erhöhung der Mischgeschwindigkeit,Keines der Vorstehenden,NIL,NIL,NIL,NIL,NIL,NIL, Chemische Reaktion bildet Querverbindungen in Mischungsmatrix.,NIL,NIL
629,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Beschleuniger sind Inhaltsstoffe, die wozu verwendet werden?",  Reduzierung der Mischungsviskosität,Vulkanisierungsdauer reduzieren.,Reduzierung der Verschlechterungswirkung der Mischung,Vereinfachte Verarbeitung des Mischvorgangs ,NIL,NIL,NIL,NIL,NIL,NIL,Vulkanisierungsdauer reduzieren.,NIL,NIL
630,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"Aktivatoren sind Inhaltsstoffe, die wozu verwendet werden?",Effektivität der Beschleuniger steigern.,Vulkanisierung veranlassen ,Verteilung der Inhaltsstoffe verbessern,Weichmacherwirkung der Plastikatoren erhöhen,NIL,NIL,NIL,NIL,NIL,NIL,Effektivität der Beschleuniger steigern.,NIL,NIL
